Duration,Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member type,lat,lon
481,22/09/2010 7:56,22/09/2010 8:04,31203,14th & Rhode Island Ave NW,31100,19th St & Pennsylvania Ave NW,W00415,Member,38.9085997,-77.0323
490,22/09/2010 7:57,22/09/2010 8:05,31401,14th St & Spring Rd NW,31101,14th & V St NW,W00363,Member,38.9374997,-77.0328
751,22/09/2010 8:02,22/09/2010 8:14,31103,16th & Harvard St NW,31212,21st & M St NW,W00848,Member,38.9261399,-77.0366677
773,22/09/2010 8:04,22/09/2010 8:17,31604,3rd & H St NW,31213,17th & K St NW,W00886,Member,38.8994158,-77.0152913
911,22/09/2010 8:14,22/09/2010 8:29,31111,10th & U St NW,31206,19th & E Street NW,W00546,Member,38.9171997,-77.0259
1296,22/09/2010 8:18,22/09/2010 8:39,31111,10th & U St NW,31206,19th & E Street NW,W00519,Member,38.9171997,-77.0259
391,22/09/2010 8:19,22/09/2010 8:25,31103,16th & Harvard St NW,31101,14th & V St NW,W00479,Member,38.9261399,-77.0366677
868,22/09/2010 8:19,22/09/2010 8:34,31110,20th St & Florida Ave NW,31100,19th St & Pennsylvania Ave NW,W00523,Casual,38.9153997,-77.0446
361,22/09/2010 8:20,22/09/2010 8:26,31212,21st & M St NW,31204,20th & E St NW,W00569,Casual,38.9053609,-77.0467762
726,22/09/2010 8:20,22/09/2010 8:32,31600,5th & K St NW,31205,21st & I St NW,W00557,Member,38.9025842,-77.0556545
1370,22/09/2010 8:22,22/09/2010 8:45,31108,4th & M St SW,31212,21st & M St NW,W00119,Member,38.8766997,-77.0178
443,22/09/2010 8:22,22/09/2010 8:30,31107,Lamont & Mt Pleasant NW,31101,14th & V St NW,W00512,Member,38.9319014,-77.0387453
657,22/09/2010 8:24,22/09/2010 8:35,31104,Adams Mill & Columbia Rd NW,31100,19th St & Pennsylvania Ave NW,W00032,Member,38.9230444,-77.0425553
385,22/09/2010 8:24,22/09/2010 8:31,31101,14th & V St NW,31200,Massachusetts Ave & Dupont Circle NW,W01070,Member,38.9175997,-77.0321
221,22/09/2010 8:32,22/09/2010 8:36,31104,Adams Mill & Columbia Rd NW,31106,Calvert & Biltmore St NW,W01029,Member,38.9230444,-77.0425553
593,22/09/2010 8:37,22/09/2010 8:47,31101,14th & V St NW,31200,Massachusetts Ave & Dupont Circle NW,W01030,Member,38.9175997,-77.0321
669,22/09/2010 8:39,22/09/2010 8:50,31201,15th & P St NW,31205,21st & I St NW,W00987,Member,38.9098497,-77.034438
3181,22/09/2010 8:41,22/09/2010 9:34,31201,15th & P St NW,31208,M St & New Jersey Ave SE,W01000,Casual,38.9098497,-77.034438
334,22/09/2010 8:41,22/09/2010 8:46,31203,14th & Rhode Island Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W01067,Member,38.9085997,-77.0323
495,22/09/2010 8:42,22/09/2010 8:51,31111,10th & U St NW,31200,Massachusetts Ave & Dupont Circle NW,W00806,Member,38.9171997,-77.0259
945,22/09/2010 8:43,22/09/2010 8:58,31106,Calvert & Biltmore St NW,31602,Park Rd & Holmead Pl NW,W00555,Member,38.9232108,-77.0476393
1177,22/09/2010 8:44,22/09/2010 9:03,31203,14th & Rhode Island Ave NW,31400,Georgia & New Hampshire Ave NW,W00492,Member,38.9085997,-77.0323
816,22/09/2010 8:45,22/09/2010 8:59,31602,Park Rd & Holmead Pl NW,31212,21st & M St NW,W00380,Member,38.9308232,-77.0315137
665,22/09/2010 8:46,22/09/2010 8:57,31101,14th & V St NW,31213,17th & K St NW,W00338,Member,38.9175997,-77.0321
630,22/09/2010 8:46,22/09/2010 8:56,31110,20th St & Florida Ave NW,31100,19th St & Pennsylvania Ave NW,W00772,Member,38.9153997,-77.0446
670,22/09/2010 8:47,22/09/2010 8:58,31103,16th & Harvard St NW,31100,19th St & Pennsylvania Ave NW,W01077,Casual,38.9261399,-77.0366677
1055,22/09/2010 8:47,22/09/2010 9:05,31205,21st & I St NW,31104,Adams Mill & Columbia Rd NW,W00742,Member,38.9007997,-77.047
1051,22/09/2010 8:47,22/09/2010 9:05,31603,1st & M St NE,31213,17th & K St NW,W00955,Member,38.9056997,-77.0056
691,22/09/2010 8:49,22/09/2010 9:01,31203,14th & Rhode Island Ave NW,31600,5th & K St NW,W00948,Member,38.9085997,-77.0323
329,22/09/2010 8:52,22/09/2010 8:58,31203,14th & Rhode Island Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00285,Member,38.9085997,-77.0323
301,22/09/2010 9:00,22/09/2010 9:05,31101,14th & V St NW,31203,14th & Rhode Island Ave NW,W00318,Member,38.9175997,-77.0321
138,22/09/2010 9:02,22/09/2010 9:04,31111,10th & U St NW,31109,7th & T St NW,W00472,Member,38.9171997,-77.0259
837,22/09/2010 9:07,22/09/2010 9:21,31105,14th & Harvard St NW,31201,15th & P St NW,W00858,Member,38.9267997,-77.0322
707,22/09/2010 9:08,22/09/2010 9:19,31106,Calvert & Biltmore St NW,31101,14th & V St NW,W00377,Member,38.9232108,-77.0476393
403,22/09/2010 9:09,22/09/2010 9:16,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00743,Member,38.9098497,-77.034438
593,22/09/2010 9:12,22/09/2010 9:22,31111,10th & U St NW,31200,Massachusetts Ave & Dupont Circle NW,W00491,Member,38.9171997,-77.0259
207,22/09/2010 9:16,22/09/2010 9:19,31104,Adams Mill & Columbia Rd NW,31106,Calvert & Biltmore St NW,W00742,Member,38.9230444,-77.0425553
904,22/09/2010 9:16,22/09/2010 9:31,31201,15th & P St NW,31600,5th & K St NW,W00833,Member,38.9098497,-77.034438
331,22/09/2010 9:17,22/09/2010 9:22,31107,Lamont & Mt Pleasant NW,31104,Adams Mill & Columbia Rd NW,W00288,Member,38.9319014,-77.0387453
453,22/09/2010 9:19,22/09/2010 9:26,31009,27th & Crystal Dr,31002,20th & Crystal Dr,W00735,Casual,38.8484407,-77.051516
956,22/09/2010 9:22,22/09/2010 9:38,31107,Lamont & Mt Pleasant NW,31200,Massachusetts Ave & Dupont Circle NW,W00828,Casual,38.9319014,-77.0387453
429,22/09/2010 9:24,22/09/2010 9:31,31207,Georgia Ave and Fairmont St NW,31101,14th & V St NW,W01059,Member,38.9248997,-77.0222
678,22/09/2010 9:29,22/09/2010 9:41,31103,16th & Harvard St NW,31104,Adams Mill & Columbia Rd NW,W00339,Member,38.9261399,-77.0366677
1028,22/09/2010 9:30,22/09/2010 9:47,31206,19th & E Street NW,31600,5th & K St NW,W00885,Member,42.67956313,-75.49274291
538,22/09/2010 9:31,22/09/2010 9:40,31103,16th & Harvard St NW,31200,Massachusetts Ave & Dupont Circle NW,W00580,Member,38.9261399,-77.0366677
313,22/09/2010 9:36,22/09/2010 9:41,31203,14th & Rhode Island Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00318,Member,38.9085997,-77.0323
280,22/09/2010 9:36,22/09/2010 9:41,31801,Anacostia Metro,31802,Good Hope Rd & MLK Ave SE,W00970,Member,38.86269,-76.9946988
814,22/09/2010 9:37,22/09/2010 9:50,31101,14th & V St NW,31600,5th & K St NW,W00377,Member,38.9175997,-77.0321
31948,22/09/2010 9:39,22/09/2010 18:31,31201,15th & P St NW,31213,17th & K St NW,W00805,Member,38.9098497,-77.034438
551,22/09/2010 9:46,22/09/2010 9:55,31203,14th & Rhode Island Ave NW,31205,21st & I St NW,W01063,Member,38.9085997,-77.0323
525,22/09/2010 9:53,22/09/2010 10:02,31213,17th & K St NW,31600,5th & K St NW,W00614,Member,38.9027555,-77.0386382
732,22/09/2010 9:53,22/09/2010 10:05,31111,10th & U St NW,31200,Massachusetts Ave & Dupont Circle NW,W01110,Member,38.9171997,-77.0259
440,22/09/2010 9:56,22/09/2010 10:03,31200,Massachusetts Ave & Dupont Circle NW,31205,21st & I St NW,W00828,Casual,38.9100997,-77.0444
1006,22/09/2010 9:59,22/09/2010 10:15,31600,5th & K St NW,31100,19th St & Pennsylvania Ave NW,W00833,Member,38.9025842,-77.0556545
598,22/09/2010 10:02,22/09/2010 10:12,31101,14th & V St NW,31213,17th & K St NW,W00968,Member,38.9175997,-77.0321
627,22/09/2010 10:05,22/09/2010 10:16,31109,7th & T St NW,31213,17th & K St NW,W00334,Member,38.9154997,-77.0222
1021,22/09/2010 10:10,22/09/2010 10:27,31110,20th St & Florida Ave NW,31100,19th St & Pennsylvania Ave NW,W00905,Casual,38.9153997,-77.0446
1012,22/09/2010 10:10,22/09/2010 10:27,31110,20th St & Florida Ave NW,31100,19th St & Pennsylvania Ave NW,W00977,Casual,38.9153997,-77.0446
1129,22/09/2010 10:21,22/09/2010 10:40,31103,16th & Harvard St NW,31205,21st & I St NW,W00838,Member,38.9261399,-77.0366677
236,22/09/2010 10:26,22/09/2010 10:30,31111,10th & U St NW,31101,14th & V St NW,W00344,Member,38.9171997,-77.0259
204,22/09/2010 10:27,22/09/2010 10:30,31111,10th & U St NW,31101,14th & V St NW,W00376,Member,38.9171997,-77.0259
479,22/09/2010 10:31,22/09/2010 10:39,31105,14th & Harvard St NW,31201,15th & P St NW,W00577,Member,38.9267997,-77.0322
269,22/09/2010 10:35,22/09/2010 10:40,31007,Crystal City Metro / 18th & Bell St,31004,Aurora Hills Community Ctr/18th & Hayes St,W00368,Member,38.8572997,-77.0511
174,22/09/2010 10:47,22/09/2010 10:50,31004,Aurora Hills Community Ctr/18th & Hayes St,31007,Crystal City Metro / 18th & Bell St,W00821,Member,38.8578738,-77.0594923
3738,22/09/2010 10:47,22/09/2010 11:50,31201,15th & P St NW,31213,17th & K St NW,W00858,Casual,38.9098497,-77.034438
3570,22/09/2010 10:50,22/09/2010 11:50,31201,15th & P St NW,31213,17th & K St NW,W00773,Casual,38.9098497,-77.034438
625,22/09/2010 10:51,22/09/2010 11:02,31203,14th & Rhode Island Ave NW,31600,5th & K St NW,W00755,Member,38.9085997,-77.0323
23620,22/09/2010 10:54,22/09/2010 17:27,31100,19th St & Pennsylvania Ave NW,31204,20th & E St NW,W00905,Casual,38.9002997,-77.0429
442,22/09/2010 10:54,22/09/2010 11:02,31201,15th & P St NW,31213,17th & K St NW,W00615,Member,38.9098497,-77.034438
23549,22/09/2010 10:55,22/09/2010 17:28,31100,19th St & Pennsylvania Ave NW,31204,20th & E St NW,W00523,Casual,38.9002997,-77.0429
346,22/09/2010 11:07,22/09/2010 11:13,31203,14th & Rhode Island Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00194,Member,38.9085997,-77.0323
1419,22/09/2010 11:11,22/09/2010 11:34,31100,19th St & Pennsylvania Ave NW,31208,M St & New Jersey Ave SE,W01077,Casual,38.9002997,-77.0429
792,22/09/2010 11:12,22/09/2010 11:25,31101,14th & V St NW,31200,Massachusetts Ave & Dupont Circle NW,W00479,Member,38.9175997,-77.0321
3212,22/09/2010 11:14,22/09/2010 12:08,31008,12th & Army Navy Dr,31204,20th & E St NW,W00637,Casual,38.8628997,-77.0528
7975,22/09/2010 11:19,22/09/2010 13:32,31011,23rd & Crystal Dr,31011,23rd & Crystal Dr,W00240,Casual,38.8532997,-77.0498
2327,22/09/2010 11:19,22/09/2010 11:58,31003,15th & Crystal Dr,31003,15th & Crystal Dr,W01006,Member,38.8601822,-77.0496649
229,22/09/2010 11:21,22/09/2010 11:25,31007,Crystal City Metro / 18th & Bell St,31011,23rd & Crystal Dr,W00861,Casual,38.8572997,-77.0511
347,22/09/2010 11:25,22/09/2010 11:31,31004,Aurora Hills Community Ctr/18th & Hayes St,31012,26th & S Clark St,W00825,Member,38.8578738,-77.0594923
225,22/09/2010 11:42,22/09/2010 11:45,31100,19th St & Pennsylvania Ave NW,31100,19th St & Pennsylvania Ave NW,W00415,Member,38.9002997,-77.0429
2387,22/09/2010 11:46,22/09/2010 12:25,31109,7th & T St NW,31213,17th & K St NW,W00811,Member,38.9154997,-77.0222
224,22/09/2010 11:47,22/09/2010 11:51,31202,14th & R St NW,31101,14th & V St NW,W01057,Member,38.9126963,-77.03167
449,22/09/2010 11:49,22/09/2010 11:56,31110,20th St & Florida Ave NW,31205,21st & I St NW,W00648,Member,38.9153997,-77.0446
798,22/09/2010 11:53,22/09/2010 12:06,31009,27th & Crystal Dr,31000,Eads St & 15th St S,W00799,Member,38.8484407,-77.051516
337,22/09/2010 11:56,22/09/2010 12:01,31011,23rd & Crystal Dr,31004,Aurora Hills Community Ctr/18th & Hayes St,W00100,Member,38.8532997,-77.0498
732,22/09/2010 12:00,22/09/2010 12:12,31213,17th & K St NW,31600,5th & K St NW,W00777,Member,38.9027555,-77.0386382
2282,22/09/2010 12:00,22/09/2010 12:39,31400,Georgia & New Hampshire Ave NW,31213,17th & K St NW,W00492,Casual,38.9360427,-77.024649
321,22/09/2010 12:04,22/09/2010 12:09,31200,Massachusetts Ave & Dupont Circle NW,31212,21st & M St NW,W01030,Member,38.9100997,-77.0444
1212,22/09/2010 12:13,22/09/2010 12:33,31207,Georgia Ave and Fairmont St NW,31205,21st & I St NW,W00814,Member,38.9248997,-77.0222
1933,22/09/2010 12:15,22/09/2010 12:47,31206,19th & E Street NW,31200,Massachusetts Ave & Dupont Circle NW,W00546,Casual,42.67956313,-75.49274291
144,22/09/2010 12:16,22/09/2010 12:18,31000,Eads St & 15th St S,31011,23rd & Crystal Dr,W00978,Member,38.8589788,-77.0532323
686,22/09/2010 12:16,22/09/2010 12:27,31000,Eads St & 15th St S,31012,26th & S Clark St,W01066,Member,38.8589788,-77.0532323
786,22/09/2010 12:21,22/09/2010 12:34,31600,5th & K St NW,31212,21st & M St NW,W01101,Casual,38.9025842,-77.0556545
741,22/09/2010 12:24,22/09/2010 12:36,31002,20th & Crystal Dr,31009,27th & Crystal Dr,W01079,Member,38.8563997,-77.0492
2861,22/09/2010 12:29,22/09/2010 13:16,31200,Massachusetts Ave & Dupont Circle NW,31212,21st & M St NW,W00479,Casual,38.9100997,-77.0444
297,22/09/2010 12:29,22/09/2010 12:34,31101,14th & V St NW,31111,10th & U St NW,W01059,Member,38.9175997,-77.0321
294,22/09/2010 12:29,22/09/2010 12:34,31101,14th & V St NW,31111,10th & U St NW,W00344,Member,38.9175997,-77.0321
874,22/09/2010 12:31,22/09/2010 12:46,31107,Lamont & Mt Pleasant NW,31111,10th & U St NW,W00437,Member,38.9319014,-77.0387453
155,22/09/2010 12:32,22/09/2010 12:34,31011,23rd & Crystal Dr,31011,23rd & Crystal Dr,W00978,Member,38.8532997,-77.0498
940,22/09/2010 12:32,22/09/2010 12:48,31011,23rd & Crystal Dr,31011,23rd & Crystal Dr,W00861,Casual,38.8532997,-77.0498
956,22/09/2010 12:33,22/09/2010 12:49,31600,5th & K St NW,31600,5th & K St NW,W00885,Member,38.9025842,-77.0556545
762,22/09/2010 12:38,22/09/2010 12:51,31007,Crystal City Metro / 18th & Bell St,31001,18th & Eads St.,W00824,Member,38.8572997,-77.0511
1159,22/09/2010 12:41,22/09/2010 13:01,31201,15th & P St NW,31600,5th & K St NW,W00843,Casual,38.9098497,-77.034438
1162,22/09/2010 12:43,22/09/2010 13:02,31011,23rd & Crystal Dr,31011,23rd & Crystal Dr,W00978,Member,38.8532997,-77.0498
569,22/09/2010 12:48,22/09/2010 12:58,31200,Massachusetts Ave & Dupont Circle NW,31101,14th & V St NW,W00318,Member,38.9100997,-77.0444
1246,22/09/2010 12:58,22/09/2010 13:19,31007,Crystal City Metro / 18th & Bell St,31011,23rd & Crystal Dr,W01041,Member,38.8572997,-77.0511
701,22/09/2010 12:58,22/09/2010 13:10,31205,21st & I St NW,31201,15th & P St NW,W00830,Member,38.9007997,-77.047
680,22/09/2010 13:02,22/09/2010 13:13,31011,23rd & Crystal Dr,31011,23rd & Crystal Dr,W00861,Member,38.8532997,-77.0498
1070,22/09/2010 13:03,22/09/2010 13:21,31203,14th & Rhode Island Ave NW,31203,14th & Rhode Island Ave NW,W00471,Member,38.9085997,-77.0323
808,22/09/2010 13:04,22/09/2010 13:17,31212,21st & M St NW,31600,5th & K St NW,W00380,Casual,38.9053609,-77.0467762
177,22/09/2010 13:11,22/09/2010 13:14,31011,23rd & Crystal Dr,31000,Eads St & 15th St S,W01076,Member,38.8532997,-77.0498
171,22/09/2010 13:11,22/09/2010 13:14,31011,23rd & Crystal Dr,31000,Eads St & 15th St S,W00840,Member,38.8532997,-77.0498
280,22/09/2010 13:22,22/09/2010 13:27,31208,M St & New Jersey Ave SE,31208,M St & New Jersey Ave SE,W01000,Member,38.8762997,-77.0037
191,22/09/2010 13:32,22/09/2010 13:35,31011,23rd & Crystal Dr,31011,23rd & Crystal Dr,W00978,Member,38.8532997,-77.0498
457,22/09/2010 13:32,22/09/2010 13:40,31011,23rd & Crystal Dr,31007,Crystal City Metro / 18th & Bell St,W00760,Member,38.8532997,-77.0498
3623,22/09/2010 13:36,22/09/2010 14:36,31104,Adams Mill & Columbia Rd NW,31604,3rd & H St NW,W00339,Casual,38.9230444,-77.0425553
3580,22/09/2010 13:37,22/09/2010 14:36,31104,Adams Mill & Columbia Rd NW,31604,3rd & H St NW,W00347,Casual,38.9230444,-77.0425553
1409,22/09/2010 13:43,22/09/2010 14:06,31106,Calvert & Biltmore St NW,31200,Massachusetts Ave & Dupont Circle NW,W00903,Member,38.9232108,-77.0476393
10226,22/09/2010 13:43,22/09/2010 16:34,31604,3rd & H St NW,31604,3rd & H St NW,W00896,Casual,38.8994158,-77.0152913
311,22/09/2010 13:45,22/09/2010 13:51,31011,23rd & Crystal Dr,31007,Crystal City Metro / 18th & Bell St,W00240,Member,38.8532997,-77.0498
310,22/09/2010 13:45,22/09/2010 13:51,31011,23rd & Crystal Dr,31007,Crystal City Metro / 18th & Bell St,W01097,Member,38.8532997,-77.0498
7386,22/09/2010 13:53,22/09/2010 15:56,31003,15th & Crystal Dr,31003,15th & Crystal Dr,W01025,Casual,38.8601822,-77.0496649
2656,22/09/2010 13:54,22/09/2010 14:39,31201,15th & P St NW,31206,19th & E Street NW,W00830,Casual,38.9098497,-77.034438
7933,22/09/2010 13:56,22/09/2010 16:08,31604,3rd & H St NW,31606,Potomac & Pennsylvania Ave SE,W00540,Member,38.8994158,-77.0152913
68,22/09/2010 14:00,22/09/2010 14:01,31000,Eads St & 15th St S,31007,Crystal City Metro / 18th & Bell St,W00819,Member,38.8589788,-77.0532323
544,22/09/2010 14:01,22/09/2010 14:10,31204,20th & E St NW,31110,20th St & Florida Ave NW,W00289,Member,38.8963209,-77.045018
294,22/09/2010 14:03,22/09/2010 14:08,31007,Crystal City Metro / 18th & Bell St,31004,Aurora Hills Community Ctr/18th & Hayes St,W00134,Member,38.8572997,-77.0511
288,22/09/2010 14:03,22/09/2010 14:08,31007,Crystal City Metro / 18th & Bell St,31004,Aurora Hills Community Ctr/18th & Hayes St,W01097,Member,38.8572997,-77.0511
3008,22/09/2010 14:03,22/09/2010 14:53,31103,16th & Harvard St NW,31213,17th & K St NW,W00868,Casual,38.9261399,-77.0366677
788,22/09/2010 14:09,22/09/2010 14:22,31106,Calvert & Biltmore St NW,31201,15th & P St NW,W00742,Casual,38.9232108,-77.0476393
626,22/09/2010 14:12,22/09/2010 14:23,31203,14th & Rhode Island Ave NW,31110,20th St & Florida Ave NW,W00829,Member,38.9085997,-77.0323
186,22/09/2010 14:23,22/09/2010 14:26,31004,Aurora Hills Community Ctr/18th & Hayes St,31007,Crystal City Metro / 18th & Bell St,W01097,Member,38.8578738,-77.0594923
524,22/09/2010 14:23,22/09/2010 14:32,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W00869,Casual,38.9007997,-77.047
132,22/09/2010 14:24,22/09/2010 14:26,31004,Aurora Hills Community Ctr/18th & Hayes St,31007,Crystal City Metro / 18th & Bell St,W00100,Member,38.8578738,-77.0594923
852,22/09/2010 14:28,22/09/2010 14:43,31213,17th & K St NW,31213,17th & K St NW,W00492,Member,38.9027555,-77.0386382
9067,22/09/2010 14:29,22/09/2010 17:00,31009,27th & Crystal Dr,31012,26th & S Clark St,W00332,Casual,38.8484407,-77.051516
8984,22/09/2010 14:31,22/09/2010 17:00,31009,27th & Crystal Dr,31012,26th & S Clark St,W01079,Casual,38.8484407,-77.051516
392,22/09/2010 14:33,22/09/2010 14:40,31204,20th & E St NW,31212,21st & M St NW,W00048,Member,38.8963209,-77.045018
1167,22/09/2010 14:37,22/09/2010 14:56,31104,Adams Mill & Columbia Rd NW,31213,17th & K St NW,W00353,Casual,38.9230444,-77.0425553
1029,22/09/2010 14:45,22/09/2010 15:02,31110,20th St & Florida Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00780,Casual,38.9153997,-77.0446
323,22/09/2010 14:46,22/09/2010 14:51,31007,Crystal City Metro / 18th & Bell St,31011,23rd & Crystal Dr,W00100,Member,38.8572997,-77.0511
308,22/09/2010 14:46,22/09/2010 14:51,31007,Crystal City Metro / 18th & Bell St,31011,23rd & Crystal Dr,W00819,Member,38.8572997,-77.0511
979,22/09/2010 14:47,22/09/2010 15:04,31000,Eads St & 15th St S,31000,Eads St & 15th St S,W01093,Casual,38.8589788,-77.0532323
200,22/09/2010 14:48,22/09/2010 14:51,31003,15th & Crystal Dr,31008,12th & Army Navy Dr,W01016,Casual,38.8601822,-77.0496649
742,22/09/2010 14:48,22/09/2010 15:01,31213,17th & K St NW,31101,14th & V St NW,W00615,Casual,38.9027555,-77.0386382
281,22/09/2010 14:49,22/09/2010 14:53,31105,14th & Harvard St NW,31101,14th & V St NW,W01012,Member,38.9267997,-77.0322
728,22/09/2010 14:51,22/09/2010 15:03,31000,Eads St & 15th St S,31000,Eads St & 15th St S,W00799,Casual,38.8589788,-77.0532323
785,22/09/2010 14:55,22/09/2010 15:08,31003,15th & Crystal Dr,31006,S Joyce & Army Navy Dr,W00822,Casual,38.8601822,-77.0496649
737,22/09/2010 14:55,22/09/2010 15:07,31200,Massachusetts Ave & Dupont Circle NW,31100,19th St & Pennsylvania Ave NW,W01067,Member,38.9100997,-77.0444
1101,22/09/2010 15:01,22/09/2010 15:19,31000,Eads St & 15th St S,31005,Pentagon City Metro / 12th & S Hayes St,W01076,Casual,38.8589788,-77.0532323
1417,22/09/2010 15:01,22/09/2010 15:24,31213,17th & K St NW,31103,16th & Harvard St NW,W00868,Casual,38.9027555,-77.0386382
585,22/09/2010 15:15,22/09/2010 15:25,31200,Massachusetts Ave & Dupont Circle NW,31111,10th & U St NW,W00806,Member,38.9100997,-77.0444
873,22/09/2010 15:18,22/09/2010 15:32,31605,3rd & D St SE,31607,14th & D St SE,W00549,Casual,38.8851401,-77.002229
339,22/09/2010 15:18,22/09/2010 15:24,31602,Park Rd & Holmead Pl NW,31400,Georgia & New Hampshire Ave NW,W00640,Casual,38.9308232,-77.0315137
718,22/09/2010 15:21,22/09/2010 15:33,31212,21st & M St NW,31204,20th & E St NW,W00048,Member,38.9053609,-77.0467762
660,22/09/2010 15:22,22/09/2010 15:33,31600,5th & K St NW,31203,14th & Rhode Island Ave NW,W00843,Member,38.9025842,-77.0556545
1946,22/09/2010 15:23,22/09/2010 15:55,31205,21st & I St NW,31605,3rd & D St SE,W00828,Member,38.9007997,-77.047
14721,22/09/2010 15:28,22/09/2010 19:33,31212,21st & M St NW,31212,21st & M St NW,W00479,Casual,38.9053609,-77.0467762
844,22/09/2010 15:28,22/09/2010 15:42,31004,Aurora Hills Community Ctr/18th & Hayes St,31010,S Glebe & Potomac Ave,W00354,Casual,38.8578738,-77.0594923
1094,22/09/2010 15:28,22/09/2010 15:46,31205,21st & I St NW,31213,17th & K St NW,W00838,Member,38.9007997,-77.047
12546,22/09/2010 15:28,22/09/2010 18:57,31604,3rd & H St NW,31203,14th & Rhode Island Ave NW,W00347,Casual,38.8994158,-77.0152913
755,22/09/2010 15:28,22/09/2010 15:41,31201,15th & P St NW,31600,5th & K St NW,W00577,Member,38.9098497,-77.034438
14598,22/09/2010 15:30,22/09/2010 19:33,31212,21st & M St NW,31212,21st & M St NW,W00848,Casual,38.9053609,-77.0467762
1654,22/09/2010 15:44,22/09/2010 16:11,31110,20th St & Florida Ave NW,31212,21st & M St NW,W00796,Member,38.9153997,-77.0446
841,22/09/2010 15:45,22/09/2010 15:59,31607,14th & D St SE,31208,M St & New Jersey Ave SE,W00808,Casual,38.8839997,-76.9861
306,22/09/2010 15:46,22/09/2010 15:51,31604,3rd & H St NW,31600,5th & K St NW,W00635,Member,38.8994158,-77.0152913
296,22/09/2010 15:46,22/09/2010 15:51,31604,3rd & H St NW,31600,5th & K St NW,W00339,Member,38.8994158,-77.0152913
332,22/09/2010 15:55,22/09/2010 16:00,31600,5th & K St NW,31604,3rd & H St NW,W00614,Member,38.9025842,-77.0556545
309,22/09/2010 15:55,22/09/2010 16:00,31600,5th & K St NW,31604,3rd & H St NW,W00976,Member,38.9025842,-77.0556545
615,22/09/2010 16:00,22/09/2010 16:10,31604,3rd & H St NW,31109,7th & T St NW,W00482,Member,38.8994158,-77.0152913
11463,22/09/2010 16:06,22/09/2010 19:17,31205,21st & I St NW,31205,21st & I St NW,W00557,Casual,38.9007997,-77.047
1803,22/09/2010 16:09,22/09/2010 16:39,31101,14th & V St NW,31400,Georgia & New Hampshire Ave NW,W00911,Casual,38.9175997,-77.0321
4529,22/09/2010 16:10,22/09/2010 17:25,31002,20th & Crystal Dr,31107,Lamont & Mt Pleasant NW,W00642,Casual,38.8563997,-77.0492
557,22/09/2010 16:13,22/09/2010 16:22,31202,14th & R St NW,31213,17th & K St NW,W00943,Member,38.9126963,-77.03167
744,22/09/2010 16:17,22/09/2010 16:30,31213,17th & K St NW,31100,19th St & Pennsylvania Ave NW,W00968,Member,38.9027555,-77.0386382
387,22/09/2010 16:17,22/09/2010 16:24,31213,17th & K St NW,31213,17th & K St NW,W00811,Member,38.9027555,-77.0386382
528,22/09/2010 16:22,22/09/2010 16:31,31103,16th & Harvard St NW,31200,Massachusetts Ave & Dupont Circle NW,W00868,Member,38.9261399,-77.0366677
440,22/09/2010 16:27,22/09/2010 16:35,31200,Massachusetts Ave & Dupont Circle NW,31205,21st & I St NW,W00491,Casual,38.9100997,-77.0444
330,22/09/2010 16:35,22/09/2010 16:41,31400,Georgia & New Hampshire Ave NW,31602,Park Rd & Holmead Pl NW,W00775,Casual,38.9360427,-77.024649
322,22/09/2010 16:36,22/09/2010 16:41,31602,Park Rd & Holmead Pl NW,31401,14th St & Spring Rd NW,W01113,Casual,38.9308232,-77.0315137
5992,22/09/2010 16:38,22/09/2010 18:18,31109,7th & T St NW,31200,Massachusetts Ave & Dupont Circle NW,W00191,Casual,38.9154997,-77.0222
1063,22/09/2010 16:40,22/09/2010 16:58,31605,3rd & D St SE,31600,5th & K St NW,W00418,Member,38.8851401,-77.002229
767,22/09/2010 16:41,22/09/2010 16:54,31103,16th & Harvard St NW,31103,16th & Harvard St NW,W00767,Member,38.9261399,-77.0366677
432,22/09/2010 16:42,22/09/2010 16:49,31110,20th St & Florida Ave NW,31205,21st & I St NW,W00289,Member,38.9153997,-77.0446
416,22/09/2010 16:47,22/09/2010 16:54,31212,21st & M St NW,31110,20th St & Florida Ave NW,W01101,Member,38.9053609,-77.0467762
1062,22/09/2010 16:48,22/09/2010 17:06,31205,21st & I St NW,31108,4th & M St SW,W00987,Member,38.9007997,-77.047
636,22/09/2010 16:56,22/09/2010 17:06,31208,M St & New Jersey Ave SE,31605,3rd & D St SE,W00826,Casual,38.8762997,-77.0037
381,22/09/2010 16:57,22/09/2010 17:04,31213,17th & K St NW,31201,15th & P St NW,W00811,Member,38.9027555,-77.0386382
549,22/09/2010 16:58,22/09/2010 17:07,31101,14th & V St NW,31103,16th & Harvard St NW,W00428,Member,38.9175997,-77.0321
