Duration,Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member type,lat,lon
786,20/09/2010 20:54,20/09/2010 21:08,31010,S Glebe & Potomac Ave,31004,Aurora Hills Community Ctr/18th & Hayes St,W00961,Member,38.8425997,-77.0502
791,20/09/2010 20:54,20/09/2010 21:08,31010,S Glebe & Potomac Ave,31004,Aurora Hills Community Ctr/18th & Hayes St,W01018,Member,38.8425997,-77.0502
863,20/09/2010 21:03,20/09/2010 21:17,31011,23rd & Crystal Dr,31006,S Joyce & Army Navy Dr,W00760,Casual,38.8532997,-77.0498
271,20/09/2010 21:04,20/09/2010 21:09,31007,Crystal City Metro / 18th & Bell St,31009,27th & Crystal Dr,W00509,Casual,38.8572997,-77.0511
359,20/09/2010 21:12,20/09/2010 21:18,31103,16th & Harvard St NW,31103,16th & Harvard St NW,W00795,Member,38.9261399,-77.0366677
475,20/09/2010 21:14,20/09/2010 21:22,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W00842,Member,38.9007997,-77.047
3722,20/09/2010 21:15,20/09/2010 22:18,31209,1st & N St  SE,31007,Crystal City Metro / 18th & Bell St,W01083,Member,38.8742997,-77.0057
384,20/09/2010 21:16,20/09/2010 21:22,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W00380,Member,38.9100997,-77.0444
1122,20/09/2010 21:24,20/09/2010 21:43,31401,14th St & Spring Rd NW,31202,14th & R St NW,W00318,Member,38.9374997,-77.0328
1620,20/09/2010 21:28,20/09/2010 21:55,31209,1st & N St  SE,31203,14th & Rhode Island Ave NW,W00032,Member,38.8742997,-77.0057
1593,20/09/2010 21:28,20/09/2010 21:54,31209,1st & N St  SE,31203,14th & Rhode Island Ave NW,W01030,Member,38.8742997,-77.0057
1088,20/09/2010 21:28,20/09/2010 21:46,31200,Massachusetts Ave & Dupont Circle NW,31207,Georgia Ave and Fairmont St NW,W00747,Member,38.9100997,-77.0444
507,20/09/2010 21:32,20/09/2010 21:41,31010,S Glebe & Potomac Ave,31011,23rd & Crystal Dr,W01034,Member,38.8425997,-77.0502
629,20/09/2010 21:38,20/09/2010 21:48,31104,Adams Mill & Columbia Rd NW,31207,Georgia Ave and Fairmont St NW,W00745,Member,38.9230444,-77.0425553
378,20/09/2010 21:39,20/09/2010 21:45,31104,Adams Mill & Columbia Rd NW,31105,14th & Harvard St NW,W00796,Casual,38.9230444,-77.0425553
544,20/09/2010 21:45,20/09/2010 21:54,31101,14th & V St NW,31207,Georgia Ave and Fairmont St NW,W00772,Member,38.9175997,-77.0321
1463,20/09/2010 21:50,20/09/2010 22:14,31203,14th & Rhode Island Ave NW,31401,14th St & Spring Rd NW,W00380,Member,38.9085997,-77.0323
349,20/09/2010 21:58,20/09/2010 22:04,31400,Georgia & New Hampshire Ave NW,31401,14th St & Spring Rd NW,W00903,Member,38.9360427,-77.024649
5854,20/09/2010 22:06,20/09/2010 23:43,31200,Massachusetts Ave & Dupont Circle NW,31205,21st & I St NW,W00842,Casual,38.9100997,-77.0444
5839,20/09/2010 22:06,20/09/2010 23:43,31200,Massachusetts Ave & Dupont Circle NW,31205,21st & I St NW,W01008,Casual,38.9100997,-77.0444
696,20/09/2010 22:12,20/09/2010 22:23,31401,14th St & Spring Rd NW,31101,14th & V St NW,W00903,Member,38.9374997,-77.0328
1593,20/09/2010 22:20,20/09/2010 22:46,31600,5th & K St NW,31201,15th & P St NW,W00289,Member,38.9025842,-77.0556545
1638,20/09/2010 22:42,20/09/2010 23:09,31206,19th & E Street NW,31109,7th & T St NW,W00555,Member,42.67956313,-75.49274291
224,20/09/2010 23:06,20/09/2010 23:10,31200,Massachusetts Ave & Dupont Circle NW,31200,Massachusetts Ave & Dupont Circle NW,W00830,Member,38.9100997,-77.0444
528,20/09/2010 23:17,20/09/2010 23:25,31004,Aurora Hills Community Ctr/18th & Hayes St,31006,S Joyce & Army Navy Dr,W00961,Member,38.8578738,-77.0594923
267,20/09/2010 23:44,20/09/2010 23:48,31602,Park Rd & Holmead Pl NW,31101,14th & V St NW,W00775,Member,38.9308232,-77.0315137
764,20/09/2010 23:51,21/09/2010 0:04,31002,20th & Crystal Dr,31005,Pentagon City Metro / 12th & S Hayes St,W01000,Member,38.8563997,-77.0492
783,21/09/2010 0:07,21/09/2010 0:20,31001,18th & Eads St.,31004,Aurora Hills Community Ctr/18th & Hayes St,W00825,Member,38.8572578,-77.0533223
792,21/09/2010 0:18,21/09/2010 0:32,31101,14th & V St NW,31400,Georgia & New Hampshire Ave NW,W00968,Member,38.9175997,-77.0321
485,21/09/2010 6:45,21/09/2010 6:53,31207,Georgia Ave and Fairmont St NW,31101,14th & V St NW,W00772,Member,38.9248997,-77.0222
1191,21/09/2010 6:49,21/09/2010 7:09,31003,15th & Crystal Dr,31003,15th & Crystal Dr,W00807,Casual,38.8601822,-77.0496649
489,21/09/2010 6:51,21/09/2010 6:59,31400,Georgia & New Hampshire Ave NW,31101,14th & V St NW,W00838,Member,38.9360427,-77.024649
503,21/09/2010 7:09,21/09/2010 7:17,31200,Massachusetts Ave & Dupont Circle NW,31204,20th & E St NW,W00830,Member,38.9100997,-77.0444
6030,21/09/2010 7:21,21/09/2010 9:02,31101,14th & V St NW,31201,15th & P St NW,W00903,Member,38.9175997,-77.0321
1366,21/09/2010 7:23,21/09/2010 7:46,31109,7th & T St NW,31206,19th & E Street NW,W00555,Member,38.9154997,-77.0222
996,21/09/2010 7:24,21/09/2010 7:41,31107,Lamont & Mt Pleasant NW,31100,19th St & Pennsylvania Ave NW,W00948,Casual,38.9319014,-77.0387453
585,21/09/2010 7:41,21/09/2010 7:51,31200,Massachusetts Ave & Dupont Circle NW,31205,21st & I St NW,W00344,Member,38.9100997,-77.0444
473,21/09/2010 7:48,21/09/2010 7:55,31203,14th & Rhode Island Ave NW,31100,19th St & Pennsylvania Ave NW,W01050,Member,38.9085997,-77.0323
620,21/09/2010 8:02,21/09/2010 8:13,31603,1st & M St NE,31203,14th & Rhode Island Ave NW,W00873,Member,38.9056997,-77.0056
418,21/09/2010 8:03,21/09/2010 8:09,31207,Georgia Ave and Fairmont St NW,31101,14th & V St NW,W00745,Member,38.9248997,-77.0222
480,21/09/2010 8:04,21/09/2010 8:12,31401,14th St & Spring Rd NW,31101,14th & V St NW,W00734,Member,38.9374997,-77.0328
656,21/09/2010 8:06,21/09/2010 8:17,31103,16th & Harvard St NW,31200,Massachusetts Ave & Dupont Circle NW,W00795,Member,38.9261399,-77.0366677
896,21/09/2010 8:07,21/09/2010 8:22,31104,Adams Mill & Columbia Rd NW,31204,20th & E St NW,W01069,Casual,38.9230444,-77.0425553
369,21/09/2010 8:13,21/09/2010 8:19,31208,M St & New Jersey Ave SE,31108,4th & M St SW,W00826,Member,38.8762997,-77.0037
254,21/09/2010 8:17,21/09/2010 8:21,31101,14th & V St NW,31203,14th & Rhode Island Ave NW,W00772,Member,38.9175997,-77.0321
3022,21/09/2010 8:18,21/09/2010 9:09,31600,5th & K St NW,31205,21st & I St NW,W00557,Member,38.9025842,-77.0556545
554,21/09/2010 8:19,21/09/2010 8:28,31007,Crystal City Metro / 18th & Bell St,31009,27th & Crystal Dr,W00819,Member,38.8572997,-77.0511
513,21/09/2010 8:21,21/09/2010 8:30,31103,16th & Harvard St NW,31200,Massachusetts Ave & Dupont Circle NW,W00976,Member,38.9261399,-77.0366677
1758,21/09/2010 8:26,21/09/2010 8:55,31110,20th St & Florida Ave NW,31100,19th St & Pennsylvania Ave NW,W00198,Casual,38.9153997,-77.0446
591,21/09/2010 8:28,21/09/2010 8:37,31203,14th & Rhode Island Ave NW,31600,5th & K St NW,W01030,Member,38.9085997,-77.0323
327,21/09/2010 8:34,21/09/2010 8:40,31101,14th & V St NW,31203,14th & Rhode Island Ave NW,W00918,Member,38.9175997,-77.0321
133,21/09/2010 8:37,21/09/2010 8:39,31103,16th & Harvard St NW,31103,16th & Harvard St NW,W00039,Member,38.9261399,-77.0366677
191,21/09/2010 8:37,21/09/2010 8:40,31201,15th & P St NW,31202,14th & R St NW,W01070,Member,38.9098497,-77.034438
309,21/09/2010 8:37,21/09/2010 8:42,31107,Lamont & Mt Pleasant NW,31104,Adams Mill & Columbia Rd NW,W00971,Member,38.9319014,-77.0387453
712,21/09/2010 8:39,21/09/2010 8:51,31201,15th & P St NW,31205,21st & I St NW,W01063,Member,38.9098497,-77.034438
2140,21/09/2010 8:39,21/09/2010 9:15,31110,20th St & Florida Ave NW,31204,20th & E St NW,W00428,Casual,38.9153997,-77.0446
914,21/09/2010 8:40,21/09/2010 8:55,31105,14th & Harvard St NW,31205,21st & I St NW,W01059,Member,38.9267997,-77.0322
554,21/09/2010 8:41,21/09/2010 8:50,31111,10th & U St NW,31200,Massachusetts Ave & Dupont Circle NW,W00614,Member,38.9171997,-77.0259
874,21/09/2010 8:42,21/09/2010 8:56,31111,10th & U St NW,31200,Massachusetts Ave & Dupont Circle NW,W00777,Member,38.9171997,-77.0259
2274,21/09/2010 8:45,21/09/2010 9:23,31103,16th & Harvard St NW,31206,19th & E Street NW,W00039,Member,38.9261399,-77.0366677
392,21/09/2010 8:45,21/09/2010 8:51,31200,Massachusetts Ave & Dupont Circle NW,31100,19th St & Pennsylvania Ave NW,W00976,Member,38.9100997,-77.0444
969,21/09/2010 8:48,21/09/2010 9:04,31105,14th & Harvard St NW,31600,5th & K St NW,W01113,Member,38.9267997,-77.0322
480,21/09/2010 8:55,21/09/2010 9:03,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00289,Member,38.9098497,-77.034438
267,21/09/2010 9:01,21/09/2010 9:05,31203,14th & Rhode Island Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00322,Member,38.9085997,-77.0323
465,21/09/2010 9:03,21/09/2010 9:11,31110,20th St & Florida Ave NW,31203,14th & Rhode Island Ave NW,W00519,Member,38.9153997,-77.0446
451,21/09/2010 9:04,21/09/2010 9:12,31602,Park Rd & Holmead Pl NW,31105,14th & Harvard St NW,W00858,Member,38.9308232,-77.0315137
298,21/09/2010 9:07,21/09/2010 9:12,31201,15th & P St NW,31101,14th & V St NW,W00903,Member,38.9098497,-77.034438
1595,21/09/2010 9:12,21/09/2010 9:38,31105,14th & Harvard St NW,31203,14th & Rhode Island Ave NW,W00804,Member,38.9267997,-77.0322
1208,21/09/2010 9:18,21/09/2010 9:38,31105,14th & Harvard St NW,31203,14th & Rhode Island Ave NW,W00340,Member,38.9267997,-77.0322
1035,21/09/2010 9:18,21/09/2010 9:35,31205,21st & I St NW,31104,Adams Mill & Columbia Rd NW,W00344,Member,38.9007997,-77.047
1714,21/09/2010 9:19,21/09/2010 9:47,31103,16th & Harvard St NW,31100,19th St & Pennsylvania Ave NW,W00780,Casual,38.9261399,-77.0366677
759,21/09/2010 9:19,21/09/2010 9:32,31111,10th & U St NW,31200,Massachusetts Ave & Dupont Circle NW,W00993,Member,38.9171997,-77.0259
149,21/09/2010 9:20,21/09/2010 9:23,31104,Adams Mill & Columbia Rd NW,31106,Calvert & Biltmore St NW,W00971,Member,38.9230444,-77.0425553
2448,21/09/2010 9:21,21/09/2010 10:02,31111,10th & U St NW,31108,4th & M St SW,W00958,Casual,38.9171997,-77.0259
751,21/09/2010 9:21,21/09/2010 9:34,31400,Georgia & New Hampshire Ave NW,31201,15th & P St NW,W00968,Member,38.9360427,-77.024649
736,21/09/2010 9:26,21/09/2010 9:39,31200,Massachusetts Ave & Dupont Circle NW,31100,19th St & Pennsylvania Ave NW,W00523,Member,38.9100997,-77.0444
312,21/09/2010 9:28,21/09/2010 9:33,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W01101,Member,38.9098497,-77.034438
81,21/09/2010 9:37,21/09/2010 9:38,31008,12th & Army Navy Dr,31008,12th & Army Navy Dr,W00637,Member,38.8628997,-77.0528
1352,21/09/2010 9:42,21/09/2010 10:05,31107,Lamont & Mt Pleasant NW,31600,5th & K St NW,W00928,Member,38.9319014,-77.0387453
1200,21/09/2010 9:43,21/09/2010 10:03,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W00743,Member,38.9100997,-77.0444
3821,21/09/2010 9:47,21/09/2010 10:50,31101,14th & V St NW,31600,5th & K St NW,W01084,Member,38.9175997,-77.0321
303,21/09/2010 9:54,21/09/2010 9:59,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00968,Member,38.9098497,-77.034438
896,21/09/2010 9:56,21/09/2010 10:11,31600,5th & K St NW,31100,19th St & Pennsylvania Ave NW,W01058,Member,38.9025842,-77.0556545
725,21/09/2010 9:56,21/09/2010 10:08,31100,19th St & Pennsylvania Ave NW,31203,14th & Rhode Island Ave NW,W00948,Casual,38.9002997,-77.0429
1054,21/09/2010 9:58,21/09/2010 10:16,31105,14th & Harvard St NW,31200,Massachusetts Ave & Dupont Circle NW,W00814,Casual,38.9267997,-77.0322
491,21/09/2010 10:24,21/09/2010 10:32,31203,14th & Rhode Island Ave NW,31600,5th & K St NW,W00873,Member,38.9085997,-77.0323
1268,21/09/2010 10:27,21/09/2010 10:48,31107,Lamont & Mt Pleasant NW,31205,21st & I St NW,W00883,Casual,38.9319014,-77.0387453
2713,21/09/2010 10:28,21/09/2010 11:13,31007,Crystal City Metro / 18th & Bell St,31209,1st & N St  SE,W00868,Member,38.8572997,-77.0511
1750,21/09/2010 10:30,21/09/2010 11:00,31207,Georgia Ave and Fairmont St NW,31205,21st & I St NW,W00476,Member,38.9248997,-77.0222
903,21/09/2010 10:31,21/09/2010 10:46,31109,7th & T St NW,31600,5th & K St NW,W01029,Member,38.9154997,-77.0222
792,21/09/2010 10:32,21/09/2010 10:46,31400,Georgia & New Hampshire Ave NW,31104,Adams Mill & Columbia Rd NW,W00773,Member,38.9360427,-77.024649
3452,21/09/2010 10:43,21/09/2010 11:40,31104,Adams Mill & Columbia Rd NW,31200,Massachusetts Ave & Dupont Circle NW,W00526,Casual,38.9230444,-77.0425553
805,21/09/2010 10:47,21/09/2010 11:00,31105,14th & Harvard St NW,31200,Massachusetts Ave & Dupont Circle NW,W00796,Member,38.9267997,-77.0322
148,21/09/2010 10:53,21/09/2010 10:56,31202,14th & R St NW,31201,15th & P St NW,W00648,Member,38.9126963,-77.03167
278,21/09/2010 10:54,21/09/2010 10:59,31104,Adams Mill & Columbia Rd NW,31104,Adams Mill & Columbia Rd NW,W00960,Member,38.9230444,-77.0425553
1193,21/09/2010 10:56,21/09/2010 11:16,31104,Adams Mill & Columbia Rd NW,31603,1st & M St NE,W00773,Member,38.9230444,-77.0425553
3238,21/09/2010 10:58,21/09/2010 11:52,31110,20th St & Florida Ave NW,31100,19th St & Pennsylvania Ave NW,W00566,Casual,38.9153997,-77.0446
3049,21/09/2010 11:02,21/09/2010 11:52,31110,20th St & Florida Ave NW,31100,19th St & Pennsylvania Ave NW,W00639,Casual,38.9153997,-77.0446
5478,21/09/2010 11:09,21/09/2010 12:40,31110,20th St & Florida Ave NW,31600,5th & K St NW,W00281,Casual,38.9153997,-77.0446
5458,21/09/2010 11:09,21/09/2010 12:40,31110,20th St & Florida Ave NW,31600,5th & K St NW,W00471,Casual,38.9153997,-77.0446
403,21/09/2010 11:09,21/09/2010 11:16,31203,14th & Rhode Island Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00032,Member,38.9085997,-77.0323
350,21/09/2010 11:25,21/09/2010 11:31,31011,23rd & Crystal Dr,31010,S Glebe & Potomac Ave,?(0x000000007C120F6A),Member,38.8532997,-77.0498
695,21/09/2010 11:27,21/09/2010 11:38,31007,Crystal City Metro / 18th & Bell St,31010,S Glebe & Potomac Ave,W00996,Member,38.8572997,-77.0511
1251,21/09/2010 11:41,21/09/2010 12:02,31603,1st & M St NE,31200,Massachusetts Ave & Dupont Circle NW,W00773,Member,38.9056997,-77.0056
599,21/09/2010 11:43,21/09/2010 11:53,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W01101,Casual,38.9100997,-77.0444
579,21/09/2010 11:43,21/09/2010 11:53,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00614,Member,38.9100997,-77.0444
551,21/09/2010 11:46,21/09/2010 11:56,31010,S Glebe & Potomac Ave,31002,20th & Crystal Dr,?(0x000000007C120F6A),Member,38.8425997,-77.0502
288,21/09/2010 11:47,21/09/2010 11:52,31010,S Glebe & Potomac Ave,31012,26th & S Clark St,W00707,Member,38.8425997,-77.0502
780,21/09/2010 11:53,21/09/2010 12:06,31200,Massachusetts Ave & Dupont Circle NW,31204,20th & E St NW,W00814,Member,38.9100997,-77.0444
981,21/09/2010 11:53,21/09/2010 12:10,31600,5th & K St NW,31100,19th St & Pennsylvania Ave NW,W00873,Member,38.9025842,-77.0556545
1754,21/09/2010 11:56,21/09/2010 12:26,31603,1st & M St NE,31603,1st & M St NE,?(0x000000004752DD3A),Member,38.9056997,-77.0056
211,21/09/2010 11:58,21/09/2010 12:02,31106,Calvert & Biltmore St NW,31104,Adams Mill & Columbia Rd NW,W00971,Member,38.9232108,-77.0476393
1436,21/09/2010 11:59,21/09/2010 12:23,31110,20th St & Florida Ave NW,31205,21st & I St NW,W00492,Casual,38.9153997,-77.0446
6354,21/09/2010 12:03,21/09/2010 13:49,31110,20th St & Florida Ave NW,31600,5th & K St NW,W00491,Casual,38.9153997,-77.0446
1322,21/09/2010 12:09,21/09/2010 12:31,31208,M St & New Jersey Ave SE,31208,M St & New Jersey Ave SE,W00886,Member,38.8762997,-77.0037
750,21/09/2010 12:16,21/09/2010 12:29,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W00910,Member,38.9007997,-77.047
2343,21/09/2010 12:20,21/09/2010 12:59,31206,19th & E Street NW,31206,19th & E Street NW,W00039,Casual,42.67956313,-75.49274291
1016,21/09/2010 12:22,21/09/2010 12:38,31204,20th & E St NW,31600,5th & K St NW,W00830,Casual,38.8963209,-77.045018
1084,21/09/2010 12:22,21/09/2010 12:40,31007,Crystal City Metro / 18th & Bell St,31002,20th & Crystal Dr,W00642,Member,38.8572997,-77.0511
219,21/09/2010 12:25,21/09/2010 12:28,31009,27th & Crystal Dr,31002,20th & Crystal Dr,W00999,Casual,38.8484407,-77.051516
794,21/09/2010 12:27,21/09/2010 12:40,31201,15th & P St NW,31600,5th & K St NW,W00614,Member,38.9098497,-77.034438
793,21/09/2010 12:27,21/09/2010 12:40,31201,15th & P St NW,31600,5th & K St NW,W01101,Casual,38.9098497,-77.034438
94,21/09/2010 12:30,21/09/2010 12:31,31003,15th & Crystal Dr,31003,15th & Crystal Dr,W01124,Member,38.8601822,-77.0496649
1730,21/09/2010 12:32,21/09/2010 13:01,31003,15th & Crystal Dr,31010,S Glebe & Potomac Ave,W01124,Member,38.8601822,-77.0496649
1301,21/09/2010 12:33,21/09/2010 12:55,31009,27th & Crystal Dr,31009,27th & Crystal Dr,W00735,Casual,38.8484407,-77.051516
513,21/09/2010 12:34,21/09/2010 12:42,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W00910,Member,38.9100997,-77.0444
234,21/09/2010 12:40,21/09/2010 12:44,31101,14th & V St NW,31101,14th & V St NW,W00745,Member,38.9175997,-77.0321
2082,21/09/2010 12:41,21/09/2010 13:16,31200,Massachusetts Ave & Dupont Circle NW,31106,Calvert & Biltmore St NW,W00773,Member,38.9100997,-77.0444
571,21/09/2010 12:48,21/09/2010 12:57,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W00968,Member,38.9100997,-77.0444
1673,21/09/2010 12:48,21/09/2010 13:16,31108,4th & M St SW,31002,20th & Crystal Dr,W00958,Member,38.8766997,-77.0178
641,21/09/2010 12:55,21/09/2010 13:06,31107,Lamont & Mt Pleasant NW,31203,14th & Rhode Island Ave NW,W00119,Member,38.9319014,-77.0387453
460,21/09/2010 12:57,21/09/2010 13:05,31110,20th St & Florida Ave NW,31201,15th & P St NW,W00855,Member,38.9153997,-77.0446
2191,21/09/2010 12:59,21/09/2010 13:35,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W01059,Member,38.9007997,-77.047
920,21/09/2010 13:00,21/09/2010 13:15,31201,15th & P St NW,31600,5th & K St NW,W00648,Member,38.9098497,-77.034438
386,21/09/2010 13:04,21/09/2010 13:10,31200,Massachusetts Ave & Dupont Circle NW,31205,21st & I St NW,W00795,Casual,38.9100997,-77.0444
832,21/09/2010 13:05,21/09/2010 13:19,31101,14th & V St NW,31106,Calvert & Biltmore St NW,W00918,Member,38.9175997,-77.0321
815,21/09/2010 13:05,21/09/2010 13:19,31101,14th & V St NW,31106,Calvert & Biltmore St NW,W00745,Member,38.9175997,-77.0321
719,21/09/2010 13:06,21/09/2010 13:18,31010,S Glebe & Potomac Ave,31008,12th & Army Navy Dr,W01124,Member,38.8425997,-77.0502
1778,21/09/2010 13:07,21/09/2010 13:36,31400,Georgia & New Hampshire Ave NW,31101,14th & V St NW,W00363,Casual,38.9360427,-77.024649
5136,21/09/2010 13:07,21/09/2010 14:33,31007,Crystal City Metro / 18th & Bell St,31001,18th & Eads St.,W01083,Casual,38.8572997,-77.0511
376,21/09/2010 13:12,21/09/2010 13:19,31002,20th & Crystal Dr,31009,27th & Crystal Dr,W00999,Casual,38.8563997,-77.0492
1541,21/09/2010 13:21,21/09/2010 13:46,31002,20th & Crystal Dr,31108,4th & M St SW,W00570,Member,38.8563997,-77.0492
573,21/09/2010 13:28,21/09/2010 13:38,31203,14th & Rhode Island Ave NW,31205,21st & I St NW,W00772,Member,38.9085997,-77.0323
540,21/09/2010 13:29,21/09/2010 13:38,31209,1st & N St  SE,31108,4th & M St SW,W00872,Member,38.8742997,-77.0057
2759,21/09/2010 13:31,21/09/2010 14:17,31202,14th & R St NW,31600,5th & K St NW,W00930,Casual,38.9126963,-77.03167
2761,21/09/2010 13:31,21/09/2010 14:17,31202,14th & R St NW,31600,5th & K St NW,W00518,Casual,38.9126963,-77.03167
747,21/09/2010 13:37,21/09/2010 13:50,31201,15th & P St NW,31205,21st & I St NW,W00855,Casual,38.9098497,-77.034438
593,21/09/2010 13:39,21/09/2010 13:49,31203,14th & Rhode Island Ave NW,31603,1st & M St NE,W00910,Member,38.9085997,-77.0323
1477,21/09/2010 13:44,21/09/2010 14:08,31200,Massachusetts Ave & Dupont Circle NW,31603,1st & M St NE,W00526,Member,38.9100997,-77.0444
596,21/09/2010 13:44,21/09/2010 13:54,31108,4th & M St SW,31209,1st & N St  SE,W00332,Member,38.8766997,-77.0178
1254,21/09/2010 13:46,21/09/2010 14:07,31200,Massachusetts Ave & Dupont Circle NW,31600,5th & K St NW,W01059,Member,38.9100997,-77.0444
523,21/09/2010 13:55,21/09/2010 14:03,31000,Eads St & 15th St S,31011,23rd & Crystal Dr,W00100,Member,38.8589788,-77.0532323
616,21/09/2010 13:56,21/09/2010 14:06,31203,14th & Rhode Island Ave NW,31110,20th St & Florida Ave NW,W00119,Member,38.9085997,-77.0323
617,21/09/2010 14:00,21/09/2010 14:10,31106,Calvert & Biltmore St NW,31101,14th & V St NW,W00918,Member,38.9232108,-77.0476393
612,21/09/2010 14:00,21/09/2010 14:10,31106,Calvert & Biltmore St NW,31101,14th & V St NW,W00745,Member,38.9232108,-77.0476393
5786,21/09/2010 14:05,21/09/2010 15:42,31600,5th & K St NW,31110,20th St & Florida Ave NW,W00491,Casual,38.9025842,-77.0556545
448,21/09/2010 14:06,21/09/2010 14:14,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00993,Member,38.9100997,-77.0444
317,21/09/2010 14:11,21/09/2010 14:16,31110,20th St & Florida Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00119,Member,38.9153997,-77.0446
4330,21/09/2010 14:14,21/09/2010 15:27,31205,21st & I St NW,31205,21st & I St NW,W00883,Casual,38.9007997,-77.047
823,21/09/2010 14:20,21/09/2010 14:34,31203,14th & Rhode Island Ave NW,31602,Park Rd & Holmead Pl NW,W00968,Member,38.9085997,-77.0323
123,21/09/2010 14:20,21/09/2010 14:22,31003,15th & Crystal Dr,31002,20th & Crystal Dr,W00807,Member,38.8601822,-77.0496649
621,21/09/2010 14:24,21/09/2010 14:35,31104,Adams Mill & Columbia Rd NW,31106,Calvert & Biltmore St NW,W00960,Member,38.9230444,-77.0425553
1538,21/09/2010 14:24,21/09/2010 14:50,31205,21st & I St NW,31104,Adams Mill & Columbia Rd NW,W00742,Member,38.9007997,-77.047
1281,21/09/2010 14:28,21/09/2010 14:49,31107,Lamont & Mt Pleasant NW,31103,16th & Harvard St NW,W01077,Casual,38.9319014,-77.0387453
1525,21/09/2010 14:31,21/09/2010 14:57,31502,John McCormack Dr & Michigan Ave NE,31502,John McCormack Dr & Michigan Ave NE,W00803,Casual,38.9345997,-76.9955
1560,21/09/2010 14:34,21/09/2010 15:00,31401,14th St & Spring Rd NW,31205,21st & I St NW,W00860,Casual,38.9374997,-77.0328
12812,21/09/2010 14:34,21/09/2010 18:08,31002,20th & Crystal Dr,31002,20th & Crystal Dr,W00538,Casual,38.8563997,-77.0492
673,21/09/2010 14:44,21/09/2010 14:55,31003,15th & Crystal Dr,31003,15th & Crystal Dr,W00822,Member,38.8601822,-77.0496649
925,21/09/2010 14:49,21/09/2010 15:05,31600,5th & K St NW,31202,14th & R St NW,W00471,Member,38.9025842,-77.0556545
578,21/09/2010 14:51,21/09/2010 15:01,31103,16th & Harvard St NW,31107,Lamont & Mt Pleasant NW,W00755,Casual,38.9261399,-77.0366677
668,21/09/2010 15:00,21/09/2010 15:11,31208,M St & New Jersey Ave SE,31208,M St & New Jersey Ave SE,W00886,Casual,38.8762997,-77.0037
1401,21/09/2010 15:14,21/09/2010 15:37,31101,14th & V St NW,31400,Georgia & New Hampshire Ave NW,W00775,Casual,38.9175997,-77.0321
711,21/09/2010 15:18,21/09/2010 15:30,31600,5th & K St NW,31200,Massachusetts Ave & Dupont Circle NW,W01059,Member,38.9025842,-77.0556545
88,21/09/2010 15:32,21/09/2010 15:34,31204,20th & E St NW,31204,20th & E St NW,W01069,Member,38.8963209,-77.045018
5196,21/09/2010 15:33,21/09/2010 17:00,31106,Calvert & Biltmore St NW,31604,3rd & H St NW,W00896,Casual,38.9232108,-77.0476393
633,21/09/2010 15:33,21/09/2010 15:44,31204,20th & E St NW,31200,Massachusetts Ave & Dupont Circle NW,W00814,Member,38.8963209,-77.045018
5031,21/09/2010 15:36,21/09/2010 17:00,31106,Calvert & Biltmore St NW,31604,3rd & H St NW,W00960,Casual,38.9232108,-77.0476393
4169,21/09/2010 15:43,21/09/2010 16:52,31009,27th & Crystal Dr,31009,27th & Crystal Dr,W00764,Casual,38.8484407,-77.051516
1283,21/09/2010 15:50,21/09/2010 16:11,31200,Massachusetts Ave & Dupont Circle NW,31207,Georgia Ave and Fairmont St NW,W00814,Member,38.9100997,-77.0444
266,21/09/2010 15:53,21/09/2010 15:58,31111,10th & U St NW,31101,14th & V St NW,W00569,Member,38.9171997,-77.0259
174,21/09/2010 15:59,21/09/2010 16:02,31011,23rd & Crystal Dr,31000,Eads St & 15th St S,W01034,Member,38.8532997,-77.0498
6432,21/09/2010 16:02,21/09/2010 17:49,31202,14th & R St NW,31203,14th & Rhode Island Ave NW,W00471,Casual,38.9126963,-77.03167
6320,21/09/2010 16:04,21/09/2010 17:49,31202,14th & R St NW,31203,14th & Rhode Island Ave NW,W00318,Casual,38.9126963,-77.03167
6176,21/09/2010 16:06,21/09/2010 17:49,31202,14th & R St NW,31203,14th & Rhode Island Ave NW,W00829,Casual,38.9126963,-77.03167
458,21/09/2010 16:08,21/09/2010 16:16,31502,John McCormack Dr & Michigan Ave NE,31500,4th & W St NE,W00803,Member,38.9345997,-76.9955
